candidate_id,variant,fold,run_id,foot,foot_index,contact_episode_id,timestamp_sample,timestamp_s,normal_score,early_score,actionable_score,active_score,threshold,threshold_pass,persistence_required,persistence_state,verifier_result,force_loaded_contact_state,valid_mask,AIR_mask,touchdown_transient_mask,post_fall_mask,first_fall_boundary_sample,current_owner_foot,physical_event_in_owned_episode,normal_contact_episode_fp,too_early,invalid,post_fall,cross_foot,latch,attribution_reason,reset_before_update
R1_seed_202608231,V0,0,positive_0p10_left_early_loading_native_strong_ice_v0,right,1,75,2151,2.152,0.0,4.776148660595725e-12,1.0,5.472897829372769e-11,0.99,True,5,5,True,True,False,False,False,True,1738,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,positive_0p10_left_early_loading_native_strong_ice_v1,right,1,72,1915,1.916,0.0,2.1334226235962196e-32,1.0,9.430994873937948e-11,0.99,True,5,5,True,True,False,False,False,True,1464,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,positive_0p10_left_early_loading_native_strong_ice_v2,right,1,88,2247,2.248,1.5309465495859766e-25,5.602286137218471e-07,0.9999994039535522,3.806822945762178e-08,0.99,True,5,5,True,True,False,False,False,True,1846,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,positive_0p10_left_early_loading_native_strong_ice_v2,right,1,89,2301,2.302,0.0,0.0,0.9999995231628418,4.82306631965912e-07,0.99,True,5,5,True,True,False,False,False,True,1846,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,positive_0p10_left_early_loading_native_strong_ice_v2,right,1,92,2773,2.774,0.0,9.567590860196096e-14,1.0,9.476522451685229e-15,0.99,True,5,5,True,True,False,False,False,True,1846,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,positive_0p15_left_early_loading_native_strong_ice_v1,right,1,77,2027,2.028,1.223713256986803e-28,2.3109587702664636e-13,0.9999997615814209,2.87481526584088e-07,0.99,True,5,5,True,True,False,False,False,True,1495,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,positive_0p15_right_early_loading_native_strong_ice_v0,right,1,75,1850,1.851,0.0,0.0,0.9946556091308594,0.005344431847333908,0.99,True,5,5,True,True,False,False,False,True,1399,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,positive_0p15_right_early_loading_native_strong_ice_v2,right,1,100,1931,1.932,6.572089797683392e-43,0.000982842524535954,0.9990074038505554,9.756470717547927e-06,0.99,True,5,5,True,True,False,False,False,True,1514,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,positive_0p15_right_early_loading_native_strong_ice_v2,left,0,27,2716,2.717,0.0,0.0,0.9999996423721313,3.1279114409699105e-07,0.99,True,5,5,True,True,False,False,False,True,1514,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,positive_0p20_left_early_loading_native_strong_ice_v1,right,1,112,2021,2.022,9.197935116932663e-19,0.0002653916017152369,0.9997122883796692,2.224010859208647e-05,0.99,True,5,5,True,True,False,False,False,True,1571,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,positive_0p20_right_early_loading_native_strong_ice_v0,left,0,9,1804,1.805,0.0,0.0,1.0,5.097860758190402e-25,0.99,True,5,5,True,True,False,False,False,True,1367,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,positive_0p20_right_early_loading_native_strong_ice_v2,right,1,99,1887,1.888,0.0,0.0,1.0,6.326527641809265e-26,0.99,True,5,5,True,True,False,False,False,True,1506,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,positive_0p20_right_early_loading_native_strong_ice_v2,left,0,34,1947,1.948,0.0,0.0,1.0,9.394197572536129e-17,0.99,True,5,5,True,True,False,False,False,True,1506,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,positive_0p10_left_early_loading_v0_M1,left,0,87,1842,1.843,0.0,1.5517722736135355e-34,1.0,1.6760039536767302e-12,0.99,True,5,5,True,True,True,False,False,False,2423,left,False,True,False,False,False,False,False,NORMAL_CONTACT_EPISODE_FP,False
R1_seed_202608231,V0,1,positive_0p10_left_early_loading_v1_M1,left,0,82,2493,2.494,0.0,4.627124932294325e-30,0.9995414018630981,0.0004585960996337235,0.99,True,5,5,True,True,False,False,False,True,2152,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,positive_0p10_left_early_loading_v1_M1,right,1,52,2494,2.495,0.0,2.280167777906831e-38,0.9999657869338989,3.4240267268614843e-05,0.99,True,5,5,True,True,False,False,False,True,2152,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,positive_0p10_right_early_loading_v0_M1,left,0,16,1713,1.714,1.6680403887469498e-23,6.235744143268107e-10,0.9986388087272644,0.0013611535541713238,0.99,True,5,5,True,True,False,False,False,True,1617,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,positive_0p10_right_early_loading_v2_M1,left,0,13,1853,1.854,8.003586854432401e-22,4.002900823252276e-06,0.9998152852058411,0.000180670918780379,0.99,True,5,5,True,True,False,False,False,True,1766,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,positive_0p15_left_early_loading_v0_M1,left,0,103,1852,1.853,0.0,2.108186864018953e-30,0.9978371262550354,0.00216284254565835,0.99,True,5,5,True,True,True,False,False,False,2307,left,False,True,False,False,False,False,False,NORMAL_CONTACT_EPISODE_FP,False
R1_seed_202608231,V0,0,positive_0p15_left_early_loading_v0_M1,left,0,113,2347,2.348,4.109136781139396e-27,7.661595119998806e-15,0.9984139204025269,0.0015860648127272725,0.99,True,5,5,True,True,False,False,False,True,2307,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,positive_0p15_left_early_loading_v1_M1,left,0,52,1602,1.603,1.7444131093769227e-15,5.6506920670384986e-11,0.9995487332344055,0.0004512002633418888,0.99,True,5,5,True,True,True,False,False,False,2009,left,False,True,False,False,False,False,False,NORMAL_CONTACT_EPISODE_FP,False
R1_seed_202608231,V0,1,positive_0p15_left_early_loading_v1_M1,right,1,12,2038,2.039,4.039912890096035e-23,2.2338620102830638e-38,0.9999107122421265,8.926101872930303e-05,0.99,True,5,5,True,True,False,False,False,True,2009,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,0,positive_0p15_right_early_loading_v0_M1,left,0,20,1718,1.719,1.1183463053801122e-36,1.0820944501102703e-16,0.9999614953994751,3.853025918942876e-05,0.99,True,5,5,True,True,False,False,False,True,1606,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,2,positive_0p15_right_early_loading_v2_M1,left,0,24,1854,1.855,3.4429903268460755e-42,1.0204202527440767e-14,1.0,4.395270369883519e-09,0.99,True,5,5,True,True,False,False,False,True,1743,left,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,positive_0p20_left_early_loading_v1_M1,left,0,59,1604,1.605,6.934394605195848e-07,0.0013445219956338406,0.9977961778640747,0.0008587151532992721,0.99,True,5,5,True,True,True,False,False,False,1982,left,False,True,False,False,False,False,False,NORMAL_CONTACT_EPISODE_FP,False
R1_seed_202608231,V0,1,positive_0p20_left_early_loading_v1_M1,right,1,12,2041,2.042,6.330038260191964e-23,0.0,0.9964131712913513,0.0035868065897375345,0.99,True,5,5,True,True,False,False,False,True,1982,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,positive_0p20_right_early_loading_v1_M1,right,1,92,1869,1.87,1.9751792801180436e-23,1.917941445852417e-14,0.9996941089630127,0.00030592820257879794,0.99,True,5,5,True,True,False,False,False,True,1822,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
R1_seed_202608231,V0,1,positive_0p20_right_early_loading_v1_M1,right,1,93,1900,1.901,1.4004428976477357e-06,0.0022549324203282595,0.9970314502716064,0.0007121816743165255,0.99,True,5,5,True,True,False,False,False,True,1822,right,False,True,False,True,True,False,False,NORMAL_CONTACT_EPISODE_FP;INVALID;POST_FALL,False
