endpoint_row,sample,foot,runtime_episode_id,physical_episode_id,normal_score,early_score,actionable_score,active_score,foot_score,proposal_score,persistence_count,valid_mask,prefall_mask,loaded_mask,touchdown_mask,candidate_id,evaluation_scope,run_id,fold,config_id,normal_contact_episode_fp,too_early,invalid,post_fall,AIR,touchdown,attribution_reason
99,1189,0,1,1,4.120588938742485e-05,0.041931771914579384,0.9559340632009702,0.0020929589950631246,0.9985503430359924,0.9409285630481765,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_5of6_stronger_v2_0p20_v02,2,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
79,989,1,34,30,0.00086145279772406,0.003963516251011628,0.9164975114293795,0.07867751952188479,0.994615483523921,0.9661408365974262,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,ice_native_0p10_v03,0,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
113,1329,0,16,12,0.00027668300471051394,1.9915187307994356e-05,0.9996720010151587,3.14007928228653e-05,0.9686518600233252,0.9921003475650747,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,ice_native_0p10_v03,0,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
231,2509,0,61,54,0.0007573517289280408,4.011092113317222e-08,0.9992082077888967,3.440037125408511e-05,0.994245546371814,0.997217643110851,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,ice_native_0p10_v03,0,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
116,1359,0,17,16,0.001204906167365578,1.1426087092831683e-09,0.9983511895534036,0.00044390313662222015,0.9968138357347062,0.9936109508929452,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,ice_native_0p15_v03,0,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
198,2179,1,69,69,0.000251184894215317,0.07369395228311401,0.9252953957411937,0.0007594670814769139,0.9936461583799547,0.9980008272447407,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,ice_native_0p15_v03,0,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,True,False,False,False,False,False,NORMAL_CONTACT_EPISODE_FP
78,979,1,29,29,0.009133846270060928,0.04337286719790494,0.9133174756516126,0.034175810880421584,0.946029849935076,0.9289786738078712,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,ice_native_0p20_v03,0,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
134,1539,1,4,2,0.004856307907626674,0.0002554137350524518,0.9948867725062481,1.5058510728159352e-06,0.9899351001500984,0.9424100918417538,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,True,False,False,False,False,False,NORMAL_CONTACT_EPISODE_FP
155,1749,1,5,3,0.0006183639694091902,0.0011340692113714361,0.9982372446716391,1.0322147580310564e-05,0.9429855866424713,0.9662454560702071,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,True,False,False,False,False,TOO_EARLY
249,2689,1,7,4,5.320055142506689e-07,2.4265629526181768e-08,0.9927863528120194,0.0072130909168367265,0.9917545025817361,0.9932470404871959,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
156,1759,1,6,3,0.0027264461702349455,0.003841263427887556,0.9934278462792959,4.444122581604731e-06,0.8985993459135719,0.9720090561707412,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
210,2299,1,7,4,1.0671274431543396e-05,0.06125421808548365,0.9368457230315428,0.0018893876085419189,0.9969397708687815,0.984284468368501,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,True,False,False,False,False,TOO_EARLY
156,1759,0,45,41,0.0041229258229001295,0.0007763135424444601,0.9672853978742526,0.027815362760402775,0.9882047682204346,0.9853272006582918,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
39,589,0,5,5,0.0003791815701752333,4.2556186681915873e-07,0.999576331408889,4.40614590691047e-05,0.9924562581216237,0.9936028347300785,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
127,1469,1,29,25,0.00021266760490980092,1.2291018243161782e-05,0.989613252419813,0.010161788957033827,0.9987655885366573,0.9921027123963758,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
67,869,0,15,13,0.015306130451380582,0.0002753993140179815,0.9448353700948121,0.03958310013978949,0.9855205882886432,0.9539317877760296,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v1,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
49,689,0,6,6,0.012957783152042436,0.004774274354063006,0.9820606337969713,0.00020730869692335904,0.9748966554140622,0.9536595143337162,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v2,2,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
64,839,0,14,14,0.008432750313182346,0.0006625042720430469,0.9908849533909396,1.979202383488407e-05,0.9894307382974399,0.974487006105903,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p15_left_early_loading_native_strong_ice_v1,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
116,1359,0,34,34,0.004245544523472449,0.0005200355737036478,0.9925335988115526,0.0027008210912712774,0.9943065414755694,0.972204454101779,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p15_left_early_loading_native_strong_ice_v1,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
55,749,1,12,10,0.010382524671422868,0.00020579256173431471,0.986814000900076,0.0025976818667666772,0.9668927310984691,0.9789508242668699,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p15_right_early_loading_native_strong_ice_v0,0,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
63,829,0,21,22,0.0011694331111015207,7.039389787346277e-05,0.9987442380502657,1.5934940759250744e-05,0.9983538284206055,0.9921018963659606,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p20_left_early_loading_native_strong_ice_v1,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
120,1399,0,37,37,0.0014401811861641618,0.0003947055609450884,0.9980757237576825,8.938949520815409e-05,0.9984344519562567,0.9939507526404152,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p20_left_early_loading_native_strong_ice_v1,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
59,789,1,10,10,0.0002738865181013086,9.717376536359416e-07,0.8540940492601001,0.14563109248414505,0.9996539213706187,0.9258383508042018,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p10_right_early_loading_v0_M1,0,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
146,1659,0,13,13,1.708048068138239e-06,7.566007616709972e-08,0.9999982162783463,1.3509493481716663e-11,0.999999793650302,0.9999979333746886,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p10_right_early_loading_v1_M1,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,True,False,False,False,False,False,NORMAL_CONTACT_EPISODE_FP
64,839,0,19,17,0.052101041376953795,0.0029702196159731753,0.944920537233692,8.201773381169013e-06,0.9519745758326537,0.9244186761757711,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p15_left_early_loading_v1_M1,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
11,309,1,1,1,0.022347293201115254,0.00013884747158234115,0.9122224870265078,0.06529137230079468,0.9176688190216387,0.9294001996892792,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p15_right_early_loading_v0_M1,0,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
64,839,0,23,18,0.05371463425571448,0.008751979750463771,0.937504421973203,2.8964020618670578e-05,0.9265680142376633,0.928579641796957,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p20_left_early_loading_v1_M1,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,False,False,False,False,False,False,VALID_STABLE_OUTPUT
144,1639,1,7,7,0.00012234826853261592,1.6623957449791072e-06,0.9828192380636502,0.01705675127207231,0.9988350035031739,0.9883329816193303,3,True,True,True,False,F1_seed_202608242,POOLED_OOF,positive_0p20_left_early_loading_v1_M1,1,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,True,False,False,False,False,False,NORMAL_CONTACT_EPISODE_FP
